val_loss,val_accuracy,val_getRecall,val_getPrecision,loss,accuracy,getRecall,getPrecision
0.7647414207458496,0.7911832928657532,0.7872679233551025,0.7968849539756775,0.5216583140654497,0.8220184445381165,0.8081719279289246,0.8321387767791748
0.24833524227142334,0.8165093064308167,0.8160961270332336,0.8168899416923523,0.38043858450473805,0.8752278089523315,0.8688464760780334,0.8804861903190613
0.811187744140625,0.6792060136795044,0.6423919200897217,0.6959870457649231,0.33054234373619357,0.890228807926178,0.88639897108078,0.8933644890785217
1.0489569902420044,0.6245461106300354,0.5955045819282532,0.6377497911453247,0.2984739639842358,0.8989498615264893,0.8957676887512207,0.9017195701599121
0.7991337776184082,0.5331881046295166,0.48142898082733154,0.5454396605491638,0.2798104353131784,0.9043704271316528,0.9016874432563782,0.9065412878990173
0.34704330563545227,0.7775841355323792,0.7753092646598816,0.7791767716407776,0.2630105717533417,0.9088277816772461,0.9069138765335083,0.9106595516204834
1.3665351867675781,0.6168966293334961,0.5785284638404846,0.637999415397644,0.2498849710244848,0.9122746586799622,0.9107662439346313,0.9136962890625
0.8099386692047119,0.6968288421630859,0.6850540637969971,0.7044859528541565,0.24163675355410633,0.914300262928009,0.9129886031150818,0.9157378077507019
0.5150560140609741,0.758944571018219,0.7482022047042847,0.767149031162262,0.23351327374362363,0.9160898327827454,0.9147594571113586,0.9172236323356628
1.6680569648742676,0.49222949147224426,0.456293523311615,0.5027378797531128,0.22878325211189346,0.9172183275222778,0.9160944223403931,0.9184296727180481
1.335870385169983,0.5696925520896912,0.5410093069076538,0.581307590007782,0.2242606517047127,0.9185546040534973,0.9175925850868225,0.9195886254310608
0.4338420331478119,0.8205277323722839,0.8178846836090088,0.8228605389595032,0.21763577006258622,0.9201222062110901,0.9191937446594238,0.9210682511329651
0.5499874353408813,0.8191720843315125,0.8149077892303467,0.8222257494926453,0.21455556019428187,0.9215198159217834,0.920622706413269,0.9224478006362915
1.4888991117477417,0.545872688293457,0.5410963296890259,0.5477846264839172,0.2096124473433024,0.9226105809211731,0.9218233227729797,0.923468828201294
0.3697585165500641,0.8244976997375488,0.8225831389427185,0.8254269957542419,0.2055135699999027,0.9238287806510925,0.9230856895446777,0.9245742559432983
