val_loss,val_accuracy,val_getRecall,val_getPrecision,loss,accuracy,getRecall,getPrecision
2.4055821895599365,0.4777626395225525,0.44001805782318115,0.5236207842826843,1.4210959574206075,0.5501099228858948,0.3932715654373169,0.7163981199264526
0.8047773241996765,0.7223324775695801,0.6586149334907532,0.8052352070808411,1.0413954834963395,0.672378420829773,0.5581666231155396,0.8030548691749573
0.29519107937812805,0.7801036834716797,0.719679594039917,0.8598018884658813,0.8556867521362548,0.7298543453216553,0.6420056223869324,0.8337249159812927
0.5047637820243835,0.7661510109901428,0.7164889574050903,0.8331194519996643,0.7378228573053166,0.7686527967453003,0.6965222954750061,0.8539396524429321
0.6551386117935181,0.7850990891456604,0.7587926387786865,0.8232489228248596,0.6566711107579513,0.7941465973854065,0.7309300899505615,0.8681063652038574
0.5896880030632019,0.8024066686630249,0.7689276933670044,0.851381242275238,0.6019842356582257,0.8112490773200989,0.7563484311103821,0.878347635269165
0.39358338713645935,0.845970869064331,0.8147445917129517,0.8890601992607117,0.5617805483425076,0.8235202431678772,0.7720034718513489,0.8857371211051941
0.4354149401187897,0.8571674823760986,0.8326197266578674,0.8924105167388916,0.5235406662607547,0.8357585668563843,0.7888451218605042,0.8931667804718018
1.0379300117492676,0.8313865661621094,0.8030320405960083,0.8711743354797363,0.4938238977083455,0.843510091304779,0.8007162809371948,0.8966690301895142
0.1201937198638916,0.8759269118309021,0.8494532108306885,0.9115913510322571,0.47057393700054556,0.8501952290534973,0.8109825849533081,0.9006432294845581
0.4300011694431305,0.8741305470466614,0.8479495048522949,0.9095816612243652,0.4480390623060297,0.8585537075996399,0.820756733417511,0.9044968485832214
0.5698416233062744,0.8892397880554199,0.8663003444671631,0.9207838177680969,0.429742087745801,0.8639838695526123,0.8281469345092773,0.908635675907135
0.27511751651763916,0.8929719924926758,0.873293936252594,0.9191785454750061,0.41014321854780394,0.8697257041931152,0.8357119560241699,0.912370502948761
0.5721830725669861,0.8951210975646973,0.8777586817741394,0.9195495843887329,0.4032352789009296,0.8725638389587402,0.8392770886421204,0.9139164090156555
0.09602663666009903,0.8843017816543579,0.8631533980369568,0.9140065312385559,0.38983842417323,0.8765667080879211,0.8452236652374268,0.9153875708580017
0.3808785676956177,0.8964663147926331,0.8755303621292114,0.9239863157272339,0.3760248720059206,0.8810617327690125,0.8506124019622803,0.918127715587616
0.2291485071182251,0.8952441215515137,0.8763533234596252,0.9202898144721985,0.36510693841012526,0.8856634497642517,0.855842649936676,0.9213216304779053
0.5214702486991882,0.9077941179275513,0.8928368091583252,0.9288813471794128,0.35605614198651303,0.8871563076972961,0.8590879440307617,0.9227101802825928
0.24510341882705688,0.9086964130401611,0.891330361366272,0.9316439628601074,0.3473190148500674,0.889789342880249,0.8618602156639099,0.9231938123703003
0.7317752838134766,0.8847529292106628,0.867150604724884,0.912382185459137,0.3361810844799095,0.8928407430648804,0.8667650818824768,0.9252160787582397
0.6396887898445129,0.9114032983779907,0.8965004682540894,0.9315943121910095,0.3290034482056712,0.8954820036888123,0.8702181577682495,0.9271425008773804
0.4793287217617035,0.8977951407432556,0.8800114989280701,0.9229335188865662,0.3222415628617803,0.8976638913154602,0.8727498650550842,0.9284998774528503
0.5537116527557373,0.9012402296066284,0.8866251111030579,0.9207327961921692,0.3144514841551981,0.900026261806488,0.8761100172996521,0.9302855730056763
0.33813056349754333,0.908868670463562,0.8947697877883911,0.9288662672042847,0.30927756129111256,0.9010187387466431,0.8775590658187866,0.9300041794776917
0.08970684558153152,0.9143808484077454,0.8997238874435425,0.9346297383308411,0.3011105478868897,0.9037420153617859,0.8808645009994507,0.9316859841346741
0.09978938847780228,0.9241092205047607,0.9101569652557373,0.9418536424636841,0.2969180716538892,0.9050790667533875,0.8825567960739136,0.9329659342765808
0.2177520990371704,0.9307861328125,0.9202646613121033,0.9451299905776978,0.2880240587648526,0.9079172015190125,0.887046217918396,0.9336862564086914
0.1802968829870224,0.9101318717002869,0.8976077437400818,0.9277955293655396,0.28444253418608534,0.9100334644317627,0.8894547820091248,0.9355839490890503
0.09053599834442139,0.9037092328071594,0.8886154890060425,0.9245839715003967,0.27905024724711003,0.9112064242362976,0.8904473185539246,0.9361724853515625
0.10117741674184799,0.928965151309967,0.9159722328186035,0.9453738927841187,0.2732556468643802,0.9132488965988159,0.8928614258766174,0.9370729923248291
0.22426407039165497,0.9262664914131165,0.9154937863349915,0.9404563307762146,0.26778774597965693,0.9142824411392212,0.8950185775756836,0.9373568892478943
